instruction,domain,thema,input_korean,output_ksl_gloss
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌를 개설할 때 금융 거래 이력이 왜 중요한가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 이전 금융 거래 이력은 은행이 고객의 신뢰성과 신용도를 평가하는 데 도움을 줍니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
월급을 받으려면 계좌가 필요해서 아침 일찍 은행에 가서 새 계좌를 개설했어요.
Output:",은행1 펴다1 새롭다1 만들다1 지시1# 은행1 돈1 송금1 다운1# 지시1# 중요1 왜1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌를 통해 학자금을 관리하는 방법은 무엇이 있는지 알려주세요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 학자금 전용 저축 계좌를 개설하고, 학비 지출을 위한 자동 이체를 설정하세요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
은행 계좌 개설 시 신용도가 높은 보증인이 필요할 수 있나요?
Output:",은행1 펴다1 지시1# 이용1 학교1 돈1 검사1 방법1 순서2 무엇2 알려주다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌를 통한 자동차 구매 자금 계획을 세우는 방법은 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 자동차 구매용 저축 계좌를 개설하고, 월별로 일정 금액을 저축하는 자동 이체를 설정하세요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
은행 계좌 개설 후 비정규적인 수입을 관리하는 팁은 무엇인가요?
Output:",은행1 펴다1 지시1# 이용1 승용차1 사다1 가치1 계획1 방법1 무엇2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 아이들 용돈을 따로 관리하려고 저축용 계좌를 하나씩 만들었어요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 친구가 추천해 준 은행에 가서 이자율이 좋은 적금 계좌를 개설했어요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
은행 계좌 개설 시 가족과 공유할 수 있는 재정 관리 팁은 무엇인가요?
Output:",자녀1 회계1 따로2 검사1 신경1 원하다1 저축1 전문1 펴다1 일3# 새롭다1 만들다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌 개설 후 예산 초과를 피하는 방법은 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 지출 한도를 설정하고, 모바일 뱅킹 앱을 사용하여 실시간으로 지출을 모니터링하세요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
신용카드를 발급받으려면 계좌가 필요하다고 해서 휴대전화로 계좌를 개설했어요.
Output:",은행1 펴다1 새롭다1 만들다1 돈1 계산2 초과1 하지마1 방법1 무엇2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌를 개설할 때 인터넷 뱅킹 접근 방법은 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 계좌 개설 시 제공되는 인터넷 뱅킹 접근 정보를 사용하여 온라인으로 로그인하세요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
저축 계획을 세울 때 가장 중요한 고려 사항은 무엇인가요?
Output:",은행1 펴다1 새롭다1 만들다1 지시1# 인터넷1 은행1 방문2 방법1 무엇2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌를 사용하여 연금을 계획하는 방법은 무엇인지 알려주세요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 은퇴 계획용 저축 계좌를 개설하고, 정기적으로 금액을 저축하세요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
은행 계좌에서 일반적인 금융 용어를 쉽게 이해하는 팁은 무엇인가요?
Output:",은행1 펴다1 지시1# 이용1 수급받다1 계획1 방법1 순서2 무엇2 알려주다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 새로운 직장에 입사하면서 급여 이체 계좌를 변경하기 위해 은행을 방문했어요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 해외여행을 계획하면서 외화 예금 계좌가 필요해서 은행 직원과 상담했어요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
은행 계좌 개설 후 은행과의 관계를 관리하는 방법은 무엇인가요?
Output:",일하다1 새롭다1 가입1 월급2 돈1 송금1 펴다1 지시1# 바꾸다2 목적1 은행1 방문2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 인터넷 쇼핑몰을 운영하면서 수익금 관리가 필요해 사업자 전용 계좌를 개설했어요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 저는 20살이 됐을 때 처음으로 제 명의 통장을 만들었어요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
은행 계좌를 개설한 후 금융 위기에 대비하기 위한 전략은 무엇인가요?
Output:",인터넷1 홈페이지1 물건2 여러가지1 지시1# 팔다1 검사1 공장1 전문1 펴다1 새롭다1 만들다1 벌다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌 개설 시 연령 제한이 있는지 궁금합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 18세 이상이 계좌를 개설할 수 있지만, 청소년을 위한 계좌도 제공합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
은행 계좌 개설에 보통 얼마나 많은 시간이 소요되나요?
Output:",은행1 펴다1 새롭다1 만들다1 지시1# 나이1 법1 있다1 궁금하다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌를 개설할 때 고려해야 할 보안 사항은 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 이중 인증, 개인 정보 보호에 대한 은행의 보안 정책 검토가 중요합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
은행 계좌를 개설할 때 필요한 서류를 미리 준비해 두면 시간을 절약할 수 있어요.
Output:",은행1 펴다1 새롭다1 만들다1 지시1# 검사1 보호2 순서2 생각2 무엇2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 계좌 개설 시 은행 직원이 요구하는 정보를 정확하게 입력해야 해요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 해외를 자주 다니는 사람들은 외화 계좌를 개설하여 환전 수수료를 절약할 수 있어요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
은행 계좌를 개설할 때 가장 흔히 요구되는 최소 잔액은 어떻게 되나요?
Output:",펴다1 새롭다1 만들다1 지시1# 일하다1 사람8 지시1# 부탁1 정보1 확실하다1 기록1 필요1 지시1#
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 대학생들은 학비 납부와 생활비 관리를 위해 자신에게 맞는 계좌를 개설하는 것이 중요해요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 신용도가 낮은 사람들은 소액이라도 1년 이상 저축하는 게 중요해요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
은행 계좌 개설 후 주요 재정 목표를 설정하는 방법은 무엇인가요?
Output:",대학1 학생1 지시2# 공부1 돈1 돈1# 살다1 돈1 검사1 원하다1 펴다1 지시1 맞추다1 새롭다1 만들다1 지시1# 중요1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌 개설 시 신용 기록이 없는 경우 어떻게 해야 하나요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 신용 기록이 필요 없는 기본 체크 계좌나 저축 계좌를 선택할 수 있습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
급여 자동 이체를 설정하면 월급이 자동으로 계좌에 들어오므로 돈 관리가 쉬워요.
Output:",은행1 펴다1 새롭다1 만들다1 지시1# 믿다1 다운1 지시1# 없다2 지시1# 방법1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌 개설 시 어떤 유형의 통장을 선택하는 것이 가장 좋은가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 자신의 금융 거래 스타일과 목적에 맞는 통장을 선택하는 것이 중요합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
은행 계좌 개설 시 어떻게 은행의 신뢰성을 평가할 수 있나요?
Output:",은행1 펴다1 새롭다1 만들다1 펴다1 순서2 선택1 좋다1 무엇2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌 개설 후 은행과의 장기적인 관계 유지를 위한 팁은 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 정기적인 은행 방문, 금융 상담 이용, 은행 제공 교육 프로그램 참여를 고려하세요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
가족 구성원 각자의 필요에 맞는 계좌 유형을 어떻게 선택할 수 있나요?
Output:",은행1 펴다1 새롭다1 만들다1 은행1 주고받다2 오래5 원하다1 지시1# 무엇2 방법1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌를 개설할 때 신분 도용을 어떻게 방지할 수 있나요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 정기적인 신용 보고서 검토, 의심스러운 활동에 대한 즉각적인 대응이 필요합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
은행 계좌를 개설할 때 높은 이자율을 제공하는 적금에 함께 가입하는 게 좋아요.
Output:",은행1 펴다1 새롭다1 만들다1 지시1# 얼굴1 누구1 훔치다2 막다1 원하다1 방법1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌를 개설할 때 어떻게 최적의 수수료를 찾을 수 있나요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 은행의 수수료를 비교 분석하고, 자신의 유형에 가장 적합한 옵션을 선택하세요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
노후를 대비해 연금 저축 계좌를 개설하고 꾸준히 저축하면 정년 후 큰 도움이 돼요.
Output:",은행1 펴다1 새롭다1 만들다1 지시1# 수고1 세금1 싸다1 뜨다2 찾다1 선택1 가능1 방법1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌 개설 시 자동화된 저축 프로그램의 장점은 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 자동화된 저축 프로그램은 금융 목표 달성을 위해 규칙적이고 일관된 저축을 가능하게 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
인터넷 뱅킹과 모바일 뱅킹을 함께 이용하면 언제 어디서나 쉽게 계좌를 조회할 수 있어요.
Output:",은행1 펴다1 새롭다1 만들다1 지시1# 자연3 야금야금쓰다3 저축1 순서2 지시1# 좋다1 무엇2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 특정 산업에 종사하는 사람들을 위한 특별 계좌 옵션이 있나요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 많은 은행이 특정 직군에 맞춤형 혜택을 제공하는 계좌를 운영하고 있습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
은행 계좌 개설 시 어떻게 가장 좋은 고객 서비스를 받을 수 있나요?
Output:",공장1 종류3 지시1# 사람8 지시1# 연결2 펴다1 선택3 있다1 지시1#
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌 개설 후 정기적인 금융 검토를 실시하는 이유는 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 자신의 재정 상태를 정기적으로 검토하여 필요한 조정하여 나가기 위해서입니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
은행 계좌 개설 시 대학생이나 청년을 위한 계좌 옵션은 무엇인가요?
Output:",은행1 펴다1 새롭다1 만들다1 은행1 언제1 정기적2 검사1 시작1 의미1 무엇1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌를 만들 때는 신분이 확인되어야 불법 계좌 개설을 막을 수 있어요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 신용카드 결제 계좌를 따로 개설하면 신용카드 사용을 체계적으로 관리할 수 있어요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
은행 계좌를 개설할 때 어떤 방식으로 자금을 관리할 수 있나요?
Output:",은행1 펴다1 만들다1 지시1# 얼굴1 누구1 확인2 불법1 펴다1 지시1# 만들다1 막다1 가능1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌 개설 후 저축 목표를 달성하기 위한 전략은 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 명확한 재정 목표를 설정하고, 정기적인 저축을 위한 자동 이체를 활용할 수 있어요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
은행 계좌를 개설할 때 어떻게 최적의 이자율을 확보할 수 있나요?
Output:",은행1 펴다1 새롭다1 만들다1 저축1 목적1 성공1 원하다1 생각2 방법1 무엇2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌 개설 후 실수로 발생한 과다 입금을 수정하는 방법은 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 즉시 은행에 연락하여 과다 입금된 금액의 조정을 요청하세요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
재테크를 시작하려는 사람들은 다양한 금융 상품을 비교한 후 자신에게 가장 적합한 계좌를 개설하세요.
Output:",은행1 펴다1 새롭다1 만들다1 실수1 값오르다2 송금1 지시1# 바꾸다1 방법1 무엇2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌를 개설할 때 외화 거래를 위한 특별 계좌가 필요한가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 외화 거래에 최적화된 계좌를 개설하는 것이 혜택을 극대화할 수 있습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
해외 유학을 계획 중인 학생들은 해외 송금 수수료가 저렴한 은행을 찾아 계좌를 개설하세요.
Output:",은행1 펴다1 새롭다1 만들다1 지시1# 외국3 돈1 송금1 송금1 목적1 따로2 펴다1 전문1 지시1# 필요1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌를 개설한 후 정기적으로 입출금 내역을 확인하는 습관을 만들어야 해요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 자녀에게 경제 교육을 목적으로 용돈 계좌를 개설해 주고, 용돈 관리 방법을 알려주세요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
은행 계좌를 개설할 때 어떻게 금융 서비스의 품질을 평가할 수 있나요?
Output:",은행1 펴다1 새롭다1 만들다1 돈1 송금1 송금1 목록2 언제1 정기적2 확인2 습관1 필요1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 계좌를 해지하기 전에 확인해야 할 주요 사항은 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 잔액 확인, 자동 이체 취소, 연결된 서비스 해제를 확인해야 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
계좌 해지 과정에서 발생할 수 있는 수수료는 어떤 것들이 있나요?
Output:",펴다1 취소1 이전1 확인2 약속1 중요1 순서2 무엇2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌를 해지할 때 자동 이체 서비스를 어떻게 처리해야 하나요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 모든 자동 이체를 취소하고 필요한 경우 다른 계좌로 이체 서비스를 변경해야 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
계좌 해지 후 제 통장에 남아 있는 잔액은 어떻게 처리되나요?
Output:",은행1 펴다1 취소1 지시1# 자연3 야금야금쓰다3 위로하다1 지시1# 해결2 방법1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 계좌 해지 시 고려해야 할 세금 문제는 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 계좌에서 발생한 이자 수입에 대한 세금 보고가 필요할 수 있습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
은행 계좌 해지가 신용 점수에 미치는 영향은 무엇인가요?
Output:",펴다1 취소1 생각2 계산2 세금1 문제1 무엇2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 계좌 해지를 위해 은행에 제출해야 할 서류는 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 신분증, 계좌 해지 요청서 같은 것이 필요할 수 있습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
계좌 해지 요청 후 처리 기간은 얼마나 걸리나요?
Output:",펴다1 취소1 원하다1 은행1 더3# 더3# 서류1 지시1# 필요1 무엇2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 계좌를 해지하기 전에 다른 은행으로 자금을 이체해야 할 때 주의할 점은 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 모든 이체가 완료될 때까지 기존 계좌를 유지하는 것이 안전합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
계좌 해지 시 발생할 수 있는 문제와 해결 방법은 무엇인가요?
Output:",펴다1 취소1 이전1 다르다1 가치1 돈1 조심1 순서2 무엇2 은행1 송금1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 외화 계좌 해지 시 고려해야 할 사항은 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 해지를 진행하기 전에 환율 변동성과 수수료를 고려해야 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
계좌 해지 후 잔액을 다른 국가로 송금하려면 어떻게 해야 하나요?
Output:",외국3 펴다1 원하다1 순서2 생각2 취소1 무엇2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 계좌 해지를 원할 때 은행이 거부할 수 있는 조건은 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 미결제 거래, 미납 수수료가 있을 경우 계좌 해지가 지연될 수 있습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
계좌 해지 시 보안을 유지하기 위한 조치는 무엇인가요?
Output:",펴다1 취소1 원하다1 은행1 제안하다1 막히다1 조건2 무엇2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌를 해지하고 싶지만, 잔액이 마이너스인 경우 어떻게 해야 하나요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 마이너스 잔액을 정산한 후에 정상적인 계좌 해지가 가능합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
은행 계좌 해지 전에 미리 확인해야 할 체크리스트는 무엇인가요?
Output:",은행1 펴다1 취소1 원하다1 맞다1 돈1 마이너스1# 방법1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 계좌 해지 후 은행에서 제공받을 수 있는 문서는 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 계좌 해지 확인서와 함께 최종 거래 명세서를 요청할 수 있습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
계좌 해지 시 유용한 온라인 리소스는 어디서 찾을 수 있나요?
Output:",펴다1 취소1 은행1 서류1 서류1# 지시1# 무엇2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 은행 계좌를 해지할 때 자주 묻는 질문을 어디에서 확인할 수 있나요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 은행의 고객 서비스 센터나 공식 웹사이트에서 확인할 수 있습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
계좌 해지 과정에서 은행 직원과의 의사소통에서 주의해야 할 점은 무엇인가요?
Output:",은행1 펴다1 취소1 지시1# 질문2 눈에띄다1 대부분2 지시1# 확인2 가능1 어디3
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 계좌 해지 후 재개설을 고려할 때 유의해야 할 사항은 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 일부 은행에서는 계좌 해지 후 일정 기간 동안 재개설을 제한할 수 있습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
계좌 해지 시 이자 수입에 대한 처리 방법은 무엇인가요?
Output:",펴다1 취소1 또1 새롭다1 만들다1 조심1 순서2 생각2 무엇2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 제가 사용하고 있는 계좌 해지와 관련된 가장 흔한 오해는 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 계좌 해지가 신용 점수에 영향을 준다고 생각하는 것이 일반적인 오해입니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
계좌 해지를 결정하기 전에 어떤 부분을 상담하면 좋을까요?
Output:",지시2 가지다2 펴다1 사용1 취소1 지시1# 오해1 보다10 대부분2 무엇2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 계좌 해지 후 남은 체크는 어떻게 하나요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 해지를 하기 전에 사용하지 않은 체크는 안전하게 파기해야 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
계좌 해지 시 동반 해지 해야 하는 기타 금융 상품은 무엇인가요?
Output:",펴다1 취소1 영수증1 지시1# 묵혀두다1 지시1# 방법1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 계좌 해지 후 다른 금융 기관으로의 전환할 때 유의해야 할 사항은 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 새로운 은행의 수수료, 이자율, 서비스 조건을 사전에 철저히 비교하세요.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
계좌 해지 요청 시 제공해야 할 개인 정보는 어떤 것이 있나요?
Output:",펴다1 취소1 다르다1 은행1 곳1 옮기다1 조심1 순서2 무엇2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 계좌 해지 시 발생할 수 있는 예기치 못한 문제와 대처 방법은 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 수수료 또는 이체 지연 문제가 발생할 수 있으며, 은행과의 즉각적인 소통이 중요합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
계좌 해지 후 은행과의 관계를 원만하게 마무리하는 방법은 무엇인가요?
Output:",펴다1 취소1 무엇1 갑자기2 문제1# 지시1# 해결2 방법1 무엇2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 계좌 해지 전에 체크할 수 있는 연간 계좌 요약 보고서는 무엇인가요?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 연간 계좌 요약 보고서는 한 해 동안의 입출금 내역을 보여줍니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
공동 계좌의 해지를 위해 필요한 서류는 무엇인가요?
Output:",펴다1 취소1 이전1 확인2 체크1 지시1# 날짜(활용):1년 펴다1 지시1# 주문1 서류1 지시1# 무엇2 요약1
